"","id","host_id","host_response_time","host_response_rate","host_accept_rate","superhost","n_host_listings","room_type","bedrooms","beds","price","n_reviews","rev_rating","rev_accuracy","rev_clean","rev_checkin","rev_comm","rev_location","rev_value","license","instant_bookable","waterfront","balcony","kitchen","oven","wifi","tv","coffee_maker","washer","dishwasher","free_parking","fireplace","hot_tub","gym","airco","greeting_host","crib","luggage_dropoff","single_level","changing_table","fire_extinguisher","security_cameras","carbon_monoxide_alarm","private_entry","mean_review"
"1071",30504115,7134355,"within an hour","100%","100%",TRUE,2,"Private room",1,1,69,68,4.97,5,4.99,4.96,5,4.91,4.78,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.94
"1072",33669103,253766028,NA,NA,"0%",FALSE,1,"Entire home/apt",NA,1,69,15,4.86,4.86,4.93,5,5,4.71,4.79,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.88166666666667
"1073",36732140,62643050,"within an hour","100%","100%",TRUE,0,"Private room",1,2,69,32,4.84,4.78,4.81,4.63,4.75,4.72,4.56,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.70833333333333
"1074",38148450,289846636,NA,NA,NA,FALSE,1,"Entire home/apt",NA,1,69,7,4.29,4.57,4,4.86,4.86,4.57,4.14,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5
"1075",39288199,301633735,"within a few hours","100%","75%",FALSE,0,"Private room",1,1,69,12,4.83,4.83,4.92,4.92,5,4.92,4.58,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.86166666666667
"1076",40027190,271562315,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,69,7,4.33,5,4.83,5,5,4.67,4.33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.805
"1077",40308957,237367756,NA,NA,NA,TRUE,2,"Entire home/apt",1,1,69,4,5,5,5,5,5,5,4.75,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.95833333333333
"1078",43674047,3952739,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,69,2,5,5,4.5,5,4.5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4.83333333333333
"1079",43734210,37752619,"within a few hours","74%","96%",FALSE,5,"Entire home/apt",1,1,69,9,4.67,4.67,4.33,4.89,4.67,5,4.44,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4.66666666666667
"1080",43858511,56153677,NA,NA,NA,FALSE,2,"Private room",1,1,69,7,4.57,4.57,4.57,4.86,4.86,4.57,4.29,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.62
"1081",46348037,375118891,"within an hour","100%","100%",FALSE,0,"Private room",NA,1,69,4,4.75,5,3.75,5,5,5,4.25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.66666666666667
"1082",46348181,375118891,"within an hour","100%","100%",FALSE,0,"Private room",NA,1,69,5,4.2,4.6,4.4,4.2,4.4,4.6,4.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.4
"1083",624485,3098348,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,71,4.67,4.76,4.46,4.87,4.94,4.57,4.58,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.69666666666667
"1084",771758,195859,"within an hour","100%","100%",TRUE,2,"Private room",1,1,70,189,4.53,4.6,4.9,4.81,4.82,4.36,4.39,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.64666666666667
"1085",1536821,8194617,NA,NA,NA,TRUE,1,"Entire home/apt",NA,1,70,120,4.83,4.9,4.82,4.87,4.92,4.87,4.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.86333333333333
"1086",1630438,8664912,"within a few hours","100%","100%",TRUE,1,"Private room",1,2,70,275,4.77,4.86,4.95,4.89,4.87,4.62,4.62,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.80166666666667
"1087",1672419,8853480,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,29,4.76,4.93,4.86,4.93,4.93,4.89,4.64,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.86333333333333
"1088",1797364,9426449,"within an hour","100%","100%",TRUE,3,"Private room",1,1,70,214,4.89,4.94,4.94,4.95,4.97,4.65,4.76,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4.86833333333333
"1089",1934989,7923273,NA,NA,NA,FALSE,1,"Private room",1,1,70,9,4.89,4.88,4.75,4.88,4.88,5,4.88,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.87833333333333
"1090",2044583,10483759,NA,NA,NA,FALSE,1,"Private room",2,2,70,31,4.87,4.9,4.74,4.93,4.97,4.62,4.59,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.79166666666667
"1091",2275974,195580,NA,NA,NA,FALSE,1,"Entire home/apt",1,2,70,7,4.71,4.86,4.86,4.86,4.86,4.57,4.71,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.78666666666667
"1092",2932598,11424173,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,75,4.36,4.55,4.45,4.79,4.74,4.75,4.26,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.59
"1093",3361812,16920055,NA,NA,NA,FALSE,2,"Entire home/apt",1,1,70,45,4.67,4.67,4.71,4.69,4.8,4.89,4.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.72666666666667
"1094",3510339,17359905,NA,NA,NA,TRUE,2,"Private room",1,1,70,13,5,5,5,5,5,4.85,4.85,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.95
"1095",3754415,14370039,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,70,44,4.22,4.45,3.7,4.65,4.73,4.63,4.28,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.40666666666667
"1096",4320334,22430852,NA,NA,"0%",FALSE,1,"Entire home/apt",1,0,70,18,4.88,4.82,4.94,4.94,4.88,4.71,4.71,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,4.83333333333333
"1097",4423240,22960118,NA,NA,NA,FALSE,4,"Private room",1,1,70,4,4.5,4.5,3.75,5,5,5,4.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.58333333333333
"1098",4501250,23344273,"within an hour","100%","0%",FALSE,1,"Entire home/apt",NA,2,70,35,4.88,5,4.97,5,5,4.88,4.82,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.945
"1099",4872566,2377186,NA,NA,NA,FALSE,1,"Private room",1,1,70,1,4,4,4,4,4,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
"1100",5694565,29172336,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,5,5,5,5,5,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,5
"1101",5707655,29591818,"within an hour","100%","100%",TRUE,2,"Private room",NA,0,70,188,4.83,4.82,4.88,4.97,4.93,4.6,4.67,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.81166666666667
"1102",5722615,16274382,"within an hour","100%","88%",FALSE,4,"Entire home/apt",1,3,70,5,4.6,5,4.2,5,5,4,4.2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.56666666666667
"1103",5872804,9545996,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,1,4,4,5,4,4,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.33333333333333
"1104",6149840,3193904,NA,NA,"100%",TRUE,1,"Entire home/apt",1,1,70,28,4.82,4.89,4.75,4.89,4.93,4.79,4.64,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.815
"1105",6754881,14313592,NA,NA,NA,FALSE,1,"Private room",1,1,70,10,4.7,4.9,4.4,4.89,5,4.67,4.44,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.71666666666667
"1106",6915922,13819699,NA,NA,NA,TRUE,1,"Entire home/apt",1,1,70,118,4.86,4.91,4.95,4.9,4.96,4.9,4.69,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.885
"1107",7153115,37461448,NA,NA,NA,FALSE,1,"Private room",1,1,70,5,4,5,5,5,5,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.83333333333333
"1108",7299468,977201,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,1,5,5,5,5,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
"1109",7412279,38833708,NA,NA,NA,FALSE,2,"Private room",1,1,70,12,4.83,4.92,4.75,4.92,4.92,4.92,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.905
"1110",7594851,25793946,NA,NA,NA,FALSE,1,"Private room",1,1,70,16,4.5,4.63,4,4.63,4.56,4.25,4.5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.42833333333333
"1111",7752530,40759606,NA,NA,"100%",FALSE,1,"Entire home/apt",1,1,70,8,5,5,4.63,4.88,4.88,4.5,4.38,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.71166666666667
"1112",8030478,27379085,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,2,4.5,4.5,4,4,4.5,3.5,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.08333333333333
"1113",8114394,37803185,NA,NA,NA,FALSE,3,"Private room",1,1,70,1,5,5,5,5,5,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.83333333333333
"1114",8525725,44893668,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,1,5,5,5,5,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5
"1115",8604798,16838987,NA,NA,NA,FALSE,3,"Private room",1,1,70,7,4.71,4.71,4.86,5,5,4.86,4.71,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.85666666666667
"1116",8945914,46759599,NA,NA,NA,TRUE,0,"Private room",1,1,70,36,4.94,4.86,4.89,4.97,4.97,4.89,4.78,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.89333333333333
"1117",9074767,47328696,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,7,4.67,4.83,5,4.17,5,4.17,4.33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.58333333333333
"1118",9104541,4342237,"within an hour","100%","100%",TRUE,1,"Private room",1,1,70,233,4.9,4.92,4.97,4.93,4.95,4.86,4.79,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.90333333333333
"1119",9207029,16838987,NA,NA,NA,FALSE,3,"Private room",1,1,70,2,4.5,4.5,5,4.5,5,5,4.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.75
"1120",9213744,6973466,NA,NA,NA,FALSE,2,"Entire home/apt",1,1,70,13,4.83,5,4.67,4.91,5,4.82,4.82,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.87
"1121",9366344,21406789,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,53,4.55,4.64,4.54,4.94,4.9,4.64,4.44,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.68333333333333
"1122",9404830,48771282,NA,NA,NA,FALSE,1,"Private room",1,1,70,6,4.33,4.33,3.67,4.83,4.83,5,4.17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.47166666666667
"1123",9789343,14979374,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,5,4.8,5,4.4,5,5,4.4,4.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.76666666666667
"1124",9927366,51030341,NA,NA,NA,FALSE,1,"Private room",1,1,70,8,5,4.57,4.86,4.71,5,4.29,4.71,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.69
"1125",10225933,52548458,"a few days or more","33%","0%",FALSE,1,"Entire home/apt",1,1,70,15,5,4.93,5,4.87,4.67,4.47,4.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.75666666666667
"1126",10992459,34310125,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,3,4.67,5,5,5,4.33,4,4.67,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.66666666666667
"1127",11204463,8795077,"within a day","88%","69%",FALSE,3,"Private room",1,1,70,124,4.75,4.82,4.67,4.85,4.87,4.63,4.59,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.73833333333333
"1128",11841957,33770076,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,2,5,5,5,5,5,5,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
"1129",11859556,870437,"within an hour","100%","96%",TRUE,3,"Private room",1,1,70,259,4.58,4.8,4.59,4.89,4.93,4.95,4.55,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4.785
"1130",12165996,65346045,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,4,4,4.5,4.25,4.25,4.25,4.5,3.75,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.25
"1131",12187238,40055552,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,36,4.72,4.72,4.75,4.81,4.86,4.75,4.43,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.72
"1132",12313423,16799012,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,1,5,5,5,5,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
"1133",12384368,49485437,"within an hour","100%","100%",FALSE,1,"Entire home/apt",1,1,70,9,4.67,4.78,4.78,4.89,5,4.78,4.44,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4.77833333333333
"1134",12415931,67148804,NA,NA,NA,TRUE,1,"Private room",NA,2,70,244,4.85,4.91,4.81,4.94,4.88,4.77,4.61,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.82
"1135",12499692,67683148,"within a few hours","100%","50%",FALSE,2,"Entire home/apt",1,1,70,16,4.38,4.56,4.5,4.8,4.69,4.8,4.53,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.64666666666667
"1136",12807997,40979350,NA,NA,NA,FALSE,2,"Private room",1,1,70,13,4.85,4.92,4,4.77,4.92,4.69,4.69,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.665
"1137",13034385,45863923,"within a few hours","100%",NA,TRUE,1,"Private room",1,1,70,119,4.78,4.9,4.73,4.96,4.94,4.63,4.71,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4.81166666666667
"1138",13035842,72066526,NA,NA,NA,FALSE,1,"Private room",1,0,70,22,4.7,4.85,4.25,4.9,4.9,4.45,4.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.65833333333333
"1139",13221025,24630452,NA,NA,NA,FALSE,1,"Private room",1,1,70,1,5,5,5,5,5,3,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.66666666666667
