"","id","host_id","host_response_time","host_response_rate","host_accept_rate","superhost","n_host_listings","room_type","bedrooms","beds","price","n_reviews","rev_rating","rev_accuracy","rev_clean","rev_checkin","rev_comm","rev_location","rev_value","license","instant_bookable","n_reviews_month","balcony","lake_access","waterfront","private_entry","workspace","backyard","beachfront","kitchen","oven","stove","wifi","fridge","iron","bed_linens","tv","dryer","coffee_maker","washer","microwave","shampoo","hot_water","hangers","dishwasher","freezer","heating","free_parking","breakfast","fireplace","hair_dryer","pool","sauna","hot_tub","gym","bbq","airco","greeting_host","crib","high_chair","pets_allow","elevator","single_level","baby_safety_gates","baby_bath","changing_table","baby_monitor","fire_extinguisher","smoke_alarm","security_cameras","carbon_monoxide_alarm","smart_lock","first_aid"
"1342",3452023,17397488,NA,NA,NA,0,1,"Entire home/apt",1,1,"$145.00",22,4.91,4.91,4.77,4.77,5,5,4.77,0,0,0.26,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"1343",3455123,8064699,NA,NA,NA,0,2,"Private room",1,2,"$90.00",0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1344",3459981,14307292,"within a few hours","100%","100%",1,1,"Entire home/apt",3,3,"$245.00",39,4.97,4.97,4.95,5,5,4.89,4.76,1,0,0.48,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1
"1345",3463316,17450204,NA,NA,NA,0,1,"Entire home/apt",1,1,"$91.00",0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1346",3465303,9668655,NA,NA,NA,0,1,"Entire home/apt",1,1,"$135.00",11,4.4,4.7,4.5,5,4.9,4.8,4.5,0,0,0.13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1347",3481494,14148832,NA,NA,NA,0,1,"Entire home/apt",2,2,"$115.00",14,4.69,4.62,4.62,4.92,4.77,4.15,4.62,0,0,0.17,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1348",3483727,6577720,NA,NA,NA,0,1,"Entire home/apt",2,2,"$160.00",9,4.33,4.22,4.33,4.5,4.44,4.5,4.25,0,1,0.15,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1349",3484708,9225306,NA,NA,NA,0,1,"Private room",1,1,"$89.00",46,4.74,4.84,4.93,4.84,4.84,4.48,4.68,1,0,0.56,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"1350",3485635,5765605,NA,NA,NA,0,1,"Entire home/apt",1,1,"$85.00",4,4.5,5,5,4.5,5,5,5,0,0,0.07,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"1351",3487507,8371138,NA,NA,NA,0,1,"Entire home/apt",NA,1,"$55.00",70,4.44,4.84,4.83,4.54,4.57,3.97,4.33,0,0,0.82,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"1352",3492282,669137,NA,NA,"22%",0,1,"Entire home/apt",1,1,"$80.00",39,4.77,4.9,4.87,5,4.9,4.95,4.74,1,0,0.47,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1353",3492709,12723856,"within an hour","100%",NA,0,1,"Entire home/apt",1,1,"$214.00",1,4,5,4,5,5,5,5,0,0,0.01,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1354",3497617,17610480,NA,NA,NA,0,1,"Entire home/apt",NA,1,"$90.00",21,4.71,4.86,4.95,4.86,4.95,4.86,4.71,0,0,0.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1355",3497636,17340417,NA,NA,NA,0,2,"Entire home/apt",2,2,"$175.00",12,4.58,4.58,3.92,4.92,4.92,4.75,4.33,0,1,0.14,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1356",3500433,1400952,NA,NA,"86%",1,1,"Entire home/apt",1,1,"$300.00",57,4.96,4.98,4.88,4.95,4.98,4.91,4.79,1,0,0.86,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1357",3501084,17629159,"within an hour","100%","67%",1,1,"Entire home/apt",2,2,"$250.00",59,4.71,4.85,4.78,4.88,4.98,4.88,4.56,1,0,0.69,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"1358",3504128,14316583,"within a day","75%","0%",0,1,"Entire home/apt",1,1,"$139.00",28,4.77,4.84,4.64,4.76,4.84,4.52,4.6,1,0,0.37,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"1359",3505002,11029234,NA,NA,NA,0,1,"Entire home/apt",3,4,"$200.00",11,4.82,4.91,4.91,5,4.91,4.82,4.55,1,0,0.14,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
"1360",3508800,17187656,"within an hour","100%","88%",1,1,"Private room",1,1,"$51.00",545,4.78,4.85,4.76,4.89,4.95,4.53,4.69,1,0,6.38,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
"1361",3509385,17669571,NA,NA,NA,0,1,"Entire home/apt",1,1,"$150.00",6,5,5,5,5,5,5,4.83,0,0,0.09,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1362",3510339,17359905,NA,NA,NA,1,2,"Private room",1,1,"$70.00",13,5,5,5,5,5,4.85,4.85,0,0,0.42,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1363",3519739,17414846,NA,NA,NA,0,1,"Entire home/apt",1,2,"$90.00",16,4.56,4.69,4.81,4.88,4.88,4.63,4.63,1,0,0.43,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1364",3519982,17461501,NA,NA,NA,0,1,"Entire home/apt",2,4,"$92.00",3,4.67,5,5,5,5,4.33,5,0,0,0.03,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1365",3520841,17728329,NA,NA,NA,0,1,"Entire home/apt",1,2,"$115.00",14,4.71,4.86,4.64,4.79,4.79,4.5,4.57,0,0,0.17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1366",3521399,17731823,NA,NA,NA,0,1,"Entire home/apt",1,2,"$99.00",81,4.75,4.82,4.94,4.93,4.95,4.52,4.61,0,1,0.94,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"1367",3522143,17736293,NA,NA,NA,0,1,"Entire home/apt",1,1,"$50.00",3,5,5,5,5,5,4.67,5,0,0,0.04,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1368",3525634,3264738,NA,NA,NA,1,1,"Entire home/apt",1,1,"$142.00",110,4.7,4.82,4.64,4.93,4.94,4.62,4.42,0,0,1.29,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1369",3525673,15408302,NA,NA,NA,0,1,"Entire home/apt",1,1,"$102.00",0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1370",3526216,7540027,"within an hour","100%","100%",0,1,"Entire home/apt",1,2,"$115.00",112,4.77,4.86,4.82,4.88,4.94,4.62,4.55,1,0,1.35,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1371",3526459,17756316,"within a day","100%","67%",0,1,"Entire home/apt",1,1,"$105.00",49,4.5,4.77,4.65,4.7,4.65,4.43,4.3,0,0,1.01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1372",3526464,14432602,NA,NA,NA,0,1,"Entire home/apt",1,1,"$60.00",9,4.75,4.63,4.88,4.75,4.75,4.5,4.63,0,0,0.11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1373",3529343,4505941,NA,NA,NA,0,1,"Entire home/apt",1,1,"$135.00",22,4.57,4.63,4.58,4.95,5,4.7,4.4,0,0,0.26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1374",3530437,17772364,NA,NA,NA,0,1,"Entire home/apt",4,4,"$250.00",0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
"1375",3533145,17751896,NA,NA,NA,1,3,"Entire home/apt",1,2,"$125.00",3,5,5,4.67,5,5,5,5,0,0,0.08,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1376",3536467,17804711,NA,NA,NA,0,1,"Entire home/apt",1,1,"$119.00",12,4.5,4.42,4.42,4.08,4.08,4.67,4.18,0,0,0.14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"1377",3539439,2626813,NA,NA,NA,0,1,"Entire home/apt",1,1,"$125.00",6,4.83,4.83,4.67,5,4.83,5,4.83,0,0,0.07,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1378",3542831,17834634,NA,NA,NA,0,2,"Private room",1,2,"$135.00",12,4.75,4.33,4.92,4.92,4.83,4.58,4.58,0,0,0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"1379",3544468,7181615,NA,NA,NA,0,1,"Entire home/apt",2,2,"$140.00",12,4.92,4.83,4.58,4.92,4.92,4.42,4.67,0,0,0.23,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"1380",3546352,17251123,NA,NA,NA,0,1,"Entire home/apt",1,1,"$117.00",8,4.13,4.63,4.25,4.13,4.38,4.5,4.13,0,0,0.21,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"1381",3565477,1793657,"within a few hours","100%","82%",1,1,"Entire home/apt",2,3,"$180.00",59,4.92,4.97,4.95,4.98,5,4.65,4.82,1,0,0.71,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1382",3565797,2105984,NA,NA,NA,0,1,"Entire home/apt",1,2,"$214.00",4,5,4.75,5,5,5,4.75,4.75,0,0,0.05,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
"1383",3566735,17958068,NA,NA,NA,0,2,"Private room",1,1,"$71.00",0,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1384",3566834,2986709,"within an hour","100%","100%",1,3,"Private room",1,2,"$62.00",185,4.66,4.85,4.84,4.84,4.84,4.93,4.6,1,1,2.8,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"1385",3568357,14837629,"a few days or more","0%",NA,0,2,"Entire home/apt",2,2,"$85.00",22,4.45,4.82,4.45,4.68,4.73,4.05,4.32,0,0,0.26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1386",3570490,7703684,NA,NA,NA,0,3,"Entire home/apt",2,2,"$139.00",22,4.73,4.77,4.73,4.45,4.77,4.64,4.77,0,0,0.3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1387",3572825,17991662,NA,NA,NA,0,1,"Entire home/apt",3,4,"$200.00",10,4.4,4.44,4.1,5,4.9,4.4,4.4,1,0,0.12,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1388",3574552,7892885,NA,NA,NA,0,1,"Entire home/apt",1,1,"$110.00",28,4.78,4.85,4.67,4.56,4.78,4.56,4.44,1,1,0.54,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1389",3577411,12965030,NA,NA,NA,0,1,"Entire home/apt",1,1,"$225.00",2,5,5,5,5,5,5,5,1,1,0.03,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"1390",3580919,1228995,NA,NA,NA,0,1,"Private room",1,1,"$35.00",3,4.67,5,5,5,5,4.67,4.67,0,0,0.03,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1391",3580990,17952331,NA,NA,"0%",0,1,"Entire home/apt",1,1,"$95.00",24,4.92,4.96,4.75,4.96,4.96,4.67,4.67,1,0,0.32,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1392",3581858,18042726,NA,NA,NA,0,1,"Entire home/apt",1,1,"$95.00",19,4.37,4.47,4.26,4.68,4.68,4.63,4.32,0,0,0.39,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1393",3582360,18043518,NA,NA,NA,0,1,"Private room",1,1,"$80.00",0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1394",3583322,16274382,"within an hour","100%","88%",0,4,"Entire home/apt",2,5,"$114.00",52,4.47,4.7,4.39,4.9,4.86,4.53,4.25,1,0,0.63,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"1395",3589859,18085398,NA,NA,NA,0,1,"Private room",1,2,"$125.00",19,4.67,4.67,4.78,4.78,4.83,4.83,4.56,0,0,0.23,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1396",3590060,4685354,"within a few hours","100%","100%",0,1,"Entire home/apt",2,4,"$235.00",8,4.88,4.75,5,5,5,4.88,4.63,1,0,0.21,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
"1397",3590188,18086885,NA,NA,NA,0,1,"Private room",1,1,"$65.00",7,3.86,4.67,3.17,4.5,4.33,3.67,3.17,0,0,0.08,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1398",3597161,6872180,NA,NA,NA,0,1,"Entire home/apt",NA,1,"$150.00",26,4.75,4.79,4.71,4.92,4.83,4.96,4.74,0,1,0.43,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"1399",3600245,11691564,NA,NA,NA,0,1,"Entire home/apt",2,4,"$106.00",12,4.7,4.8,4.6,4.7,4.8,4.11,4.78,0,0,0.14,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"1400",3603467,18156533,NA,NA,NA,0,1,"Private room",1,2,"$100.00",5,4.6,4.8,4.8,4.6,5,4.8,4.6,0,0,0.06,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1401",3604547,3694185,NA,NA,"0%",1,1,"Entire home/apt",1,1,"$295.00",23,4.91,4.96,4.83,5,5,4.83,4.78,1,0,0.49,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1402",3612262,10711622,NA,NA,NA,0,5,"Private room",1,1,"$42.00",35,4.71,4.65,4.68,4.88,4.85,4.82,4.65,0,0,0.42,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1403",3613672,5981681,NA,NA,NA,0,1,"Entire home/apt",3,3,"$189.00",0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1404",3614497,18212322,NA,NA,NA,0,2,"Private room",1,1,"$90.00",8,4.88,4.88,4.88,4.88,4.88,4.88,4.5,0,0,0.09,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1405",3614781,18213849,NA,NA,NA,0,1,"Entire home/apt",1,1,"$86.00",8,4.75,5,4.88,5,5,4.75,4.88,0,0,0.13,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1406",3620791,17638832,NA,NA,NA,0,0,"Entire home/apt",1,1,"$245.00",11,4.67,4.89,4.44,4.44,4.89,4.33,4.44,1,0,0.13,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"1407",3626687,17992505,NA,NA,NA,0,1,"Entire home/apt",1,1,"$149.00",12,4.92,4.92,4.67,4.92,4.83,4.92,4.5,0,0,0.2,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1
"1408",3633553,18317635,NA,NA,NA,0,1,"Entire home/apt",1,2,"$95.00",9,4.89,4.78,4.44,4.89,4.56,4.33,4.56,0,1,0.1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1409",3640489,17750932,NA,NA,NA,0,1,"Entire home/apt",1,1,"$140.00",2,5,5,4,5,4.5,5,5,0,0,0.02,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1410",3641710,18383699,NA,NA,NA,0,1,"Entire home/apt",2,2,"$119.00",11,4.82,4.82,4.64,4.82,5,4.91,4.91,0,0,0.3,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1411",3644070,18402875,NA,NA,NA,0,1,"Entire home/apt",2,2,"$228.00",17,4.53,4.6,4.73,4.79,4.87,4.79,4.57,0,0,0.34,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
"1412",3649207,5484579,NA,NA,NA,0,1,"Entire home/apt",3,3,"$210.00",2,5,5,5,5,5,5,5,0,0,0.07,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
"1413",3649382,18450996,NA,NA,NA,0,1,"Entire home/apt",2,3,"$107.00",53,4.46,4.55,4.39,4.8,4.88,4.65,4.29,0,0,0.61,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1414",3649413,18448259,NA,NA,NA,0,1,"Entire home/apt",1,1,"$136.00",43,4.86,4.98,4.91,4.93,4.98,4.79,4.91,0,0,0.56,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"1415",3650815,18127053,NA,NA,NA,0,1,"Entire home/apt",2,2,"$174.00",54,4.64,4.75,4.63,4.73,4.65,4.46,4.52,0,0,0.63,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1416",3652804,18475057,NA,NA,NA,0,1,"Entire home/apt",1,1,"$120.00",21,4.9,4.86,4.81,4.95,4.9,4.67,4.71,0,0,0.27,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
