"","id","host_id","host_response_time","host_response_rate","host_accept_rate","superhost","n_host_listings","room_type","bedrooms","beds","price","n_reviews","rev_rating","rev_accuracy","rev_clean","rev_checkin","rev_comm","rev_location","rev_value","license","instant_bookable","waterfront","balcony","kitchen","oven","wifi","tv","coffee_maker","washer","dishwasher","free_parking","fireplace","hot_tub","gym","airco","greeting_host","crib","luggage_dropoff","single_level","changing_table","fire_extinguisher","security_cameras","carbon_monoxide_alarm","private_entry"
"4089",11692969,15842054,NA,NA,NA,FALSE,1,"Private room",1,1,45,5,4.5,4,4,4,4.5,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4090",11694315,53036810,NA,NA,NA,FALSE,1,"Entire home/apt",3,3,350,16,4.94,4.81,4.5,4.75,4.88,4.94,4.75,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4091",11696210,59740634,NA,NA,NA,FALSE,2,"Entire home/apt",2,2,120,37,4.89,4.97,4.92,5,5,4.68,4.62,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"4092",11697661,10755325,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,133,32,5,5,4.91,4.97,5,4.91,4.91,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"4093",11702606,62150412,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,90,4,4.75,5,5,5,5,4.25,4.25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"4094",11703107,62208453,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,140,15,4.2,4.4,4.6,4.47,4.33,4.57,4.13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"4095",11704632,11823844,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,160,9,4.89,4.89,4.89,5,4.89,5,5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"4096",11708784,8948269,"within an hour","100%","50%",FALSE,1,"Entire home/apt",1,2,209,43,4.93,5,4.95,4.93,4.93,4.95,4.85,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"4097",11708950,6113793,NA,NA,NA,FALSE,1,"Entire home/apt",3,8,250,3,5,5,5,5,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4098",11711052,62255142,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,300,16,4.88,4.88,4.81,4.75,4.75,4.88,4.63,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"4099",11733899,33299938,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,170,10,4.89,4.89,4.89,4.75,4.89,4.5,4.38,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4100",11747373,44168250,"within an hour","100%","99%",FALSE,35,"Entire home/apt",1,1,90,85,4.49,4.76,4.4,4.78,4.78,4.87,4.41,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4101",11747834,61498960,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,153,13,4.85,5,4.92,4.62,4.77,4.92,4.69,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"4102",11747872,62505560,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,150,26,4.85,4.85,4.88,4.8,4.88,4.84,4.48,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"4103",11748044,58428526,NA,NA,NA,FALSE,3,"Entire home/apt",1,2,150,15,4.83,4.92,4.92,4.92,5,4.67,4.58,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4104",11750892,62524054,NA,NA,NA,FALSE,1,"Entire home/apt",2,3,240,26,5,4.88,4.92,5,4.96,4.92,4.67,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"4105",11756944,62306884,NA,NA,NA,FALSE,1,"Private room",1,2,41,34,4.55,4.76,4.61,4.79,4.78,4.48,4.7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"4106",11764928,20189503,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,99,25,4.8,4.96,4.8,4.84,4.96,4.76,4.67,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"4107",11764965,13384875,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,80,8,5,5,4.67,5,5,5,4.67,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4108",11769891,56957281,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,130,3,5,5,4,5,5,5,4.67,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4109",11770080,54854171,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,125,32,4.88,4.94,4.88,4.97,4.97,4.56,4.72,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"4110",11773527,4545258,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,85,16,4.75,4.94,4.63,4.94,4.94,4.63,4.81,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4111",11781419,15537632,NA,NA,NA,FALSE,1,"Private room",1,1,35,18,4.94,4.83,4.94,4.89,4.94,4.61,4.76,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4112",11782428,62737325,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,129,20,4.74,4.95,4.84,4.67,4.74,4.94,4.17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4113",11787548,17609272,NA,NA,NA,FALSE,2,"Entire home/apt",2,1,85,2,4.5,5,4.5,4,5,3.5,4.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"4114",11788220,27850314,NA,NA,NA,FALSE,1,"Entire home/apt",3,5,170,7,4.86,5,5,4.86,5,4.71,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4115",11790061,62791495,"within a few hours","100%","50%",FALSE,1,"Entire home/apt",2,0,179,33,4.79,4.81,4.81,4.78,4.94,4.64,4.58,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"4116",11809191,62896590,NA,NA,NA,FALSE,1,"Entire home/apt",NA,1,105,35,4.63,4.8,4.57,4.97,4.97,4.77,4.49,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4117",11811405,61777518,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,175,16,4.73,5,4.6,5,5,5,4.69,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"4118",11811542,62904866,NA,NA,NA,FALSE,1,"Entire home/apt",NA,1,84,17,4.59,4.82,4.41,4.56,4.71,4.75,4.63,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4119",11814617,5317285,NA,NA,NA,FALSE,1,"Entire home/apt",1,2,89,39,4.76,4.66,4.84,4.92,4.97,4.72,4.57,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4120",11814622,62924069,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,116,2,4,4,3,5,5,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"4121",11814848,16939115,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,130,2,3,3.5,3.5,3,3.5,4.5,2.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"4122",11822995,62977977,"within an hour","100%","100%",TRUE,1,"Entire home/apt",1,1,102,43,4.81,4.88,4.72,4.88,4.95,4.62,4.69,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"4123",11830487,3558013,NA,NA,NA,FALSE,3,"Entire home/apt",1,1,999,5,4.8,4.8,4.6,5,5,4.6,4.4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"4124",11831207,21739324,NA,NA,NA,FALSE,1,"Entire home/apt",2,1,115,1,5,5,5,5,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4125",11831461,23965059,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,240,1,5,5,4,5,5,3,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4126",11832824,58141749,NA,NA,NA,FALSE,5,"Private room",1,2,79,7,4.43,4.14,4.57,4.86,4.29,4.86,3.86,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4127",11832825,58141749,NA,NA,NA,FALSE,5,"Private room",1,3,118,1,5,4,4,5,5,5,5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"4128",11833044,58141749,NA,NA,NA,FALSE,5,"Private room",1,1,88,3,5,5,4,4.67,4.67,5,4.67,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"4129",11834625,24891906,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,120,2,5,5,4,5,5,5,4.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"4130",11837622,63072683,NA,NA,NA,FALSE,1,"Entire home/apt",3,3,150,2,5,5,5,5,5,4.5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4131",11839695,63085122,NA,NA,NA,FALSE,1,"Entire home/apt",1,4,161,14,4.43,4.79,4.64,4.86,4.79,4.93,4.29,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"4132",11840088,17113007,"within a day","60%","67%",FALSE,1,"Entire home/apt",1,1,72,66,4.86,4.92,4.76,4.91,4.92,4.71,4.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4133",11841957,33770076,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,70,2,5,5,5,5,5,5,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4134",11843850,9462022,"within an hour","100%","100%",TRUE,3,"Entire home/apt",1,1,250,65,4.91,4.89,5,4.97,5,4.89,4.7,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"4135",11845961,33931671,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,95,8,5,5,5,4.75,4.63,5,4.88,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4136",11846023,9462022,"within an hour","100%","100%",TRUE,3,"Entire home/apt",1,1,250,67,4.88,4.97,4.96,5,5,4.88,4.81,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"4137",11853948,43015891,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,100,6,4.83,5,4.67,5,4.83,5,4.83,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4138",11855399,11409593,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,315,33,4.52,4.82,4.12,4.82,4.97,4.33,4.48,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"4139",11855502,63186522,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,100,6,4.8,5,4.8,5,4.8,4.8,4.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4140",11857316,6192042,"within a few hours","100%","99%",TRUE,1,"Entire home/apt",1,1,106,549,4.94,4.94,4.92,4.96,4.95,4.95,4.75,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"4141",11858306,16455188,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,100,1,5,5,5,5,5,3,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"4142",11858660,19112311,NA,NA,NA,TRUE,1,"Entire home/apt",1,1,139,40,4.93,4.9,4.7,4.97,5,4.79,4.74,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"4143",11859556,870437,"within an hour","100%","96%",TRUE,3,"Private room",1,1,70,259,4.58,4.8,4.59,4.89,4.93,4.95,4.55,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"4144",11859831,63215612,NA,NA,NA,FALSE,2,"Private room",2,4,116,49,4.84,4.88,4.8,5,4.98,4.48,4.72,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"4145",11862854,63235250,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,214,10,4.9,4.9,5,5,5,5,4.7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"4146",11867547,14087019,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,150,8,4.88,5,4.88,5,5,4.88,5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4147",11875517,60465357,NA,NA,NA,FALSE,2,"Entire home/apt",1,1,87,36,4.56,4.71,4.69,4.77,4.89,4.8,4.49,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"4148",11876722,63326610,NA,NA,NA,FALSE,1,"Entire home/apt",4,3,100,2,5,5,5,5,5,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4149",11877248,61518439,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,99,9,4.78,4.78,4.67,4.67,4.89,4.33,4.22,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4150",11882378,50904502,NA,NA,NA,TRUE,1,"Entire home/apt",NA,1,113,51,4.94,4.92,4.96,4.98,5,4.71,4.75,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4151",11887450,63389979,NA,NA,NA,FALSE,2,"Entire home/apt",1,1,220,5,4.6,4.6,4.4,4.6,4.8,4.8,4.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4152",11890474,63408411,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,90,14,4.85,5,5,5,5,4.77,4.69,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"4153",11896800,54827669,NA,NA,NA,FALSE,3,"Private room",1,1,55,48,4.65,4.73,4.65,4.83,4.83,4.75,4.56,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4154",11897715,63459419,NA,NA,NA,FALSE,1,"Entire home/apt",1,2,150,6,4.67,4.67,4.67,4.8,5,4.83,4.83,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"4155",11898798,63465311,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,129,14,4.55,4.91,4.45,4.55,4.64,4.91,4.36,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4156",11899719,3097516,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,114,18,4.83,4.83,4.94,4.72,4.89,4.72,4.56,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"4157",11903464,62782920,NA,NA,NA,TRUE,1,"Entire home/apt",1,1,155,35,4.89,4.86,4.83,4.74,4.83,4.91,4.76,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"4158",11907868,3399485,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,80,7,4.57,4.71,4.71,4.86,4.86,4.57,4.71,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"4159",11917918,7394883,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,85,9,4.75,4.88,4.88,5,4.88,4.5,4.63,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
